,title,price,link
154,"HP 15.6"" Full HD Laptop, AMD Ryzen 5 7520U, 16GB DDR5 RAM, 1TB SSD, AMD Radeon Graphics, HD Camera, Wi-Fi 6, Win 11 Pro, Silver, 32GB Hotface USB Card  ",719.,https://amazon.ca//HP-Laptop-Radeon-Graphics-Hotface/dp/B0CP3LZLV9/ref=sr_1_171?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-171
155,"Lenovo Slim 3 Chromebook, 14″ FHD IPS Touchscreen Laptop, MediaTek Kompanio 520 Processor, 4GB RAM, 64GB eMMC, HD Webcam, Stereo Speakers, WiFi 6, Chrome OS, Abyss Blue, 32GB Hotface USB Card  ",379.,https://amazon.ca//Lenovo-Slim-Chromebook-Touchscreen-Processor/dp/B0CNCQ4XDT/ref=sr_1_172?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-172
156,"Lenovo IdeaPad 3i 15.6"" FHD Touchscreen Laptop, Intel i3-1115G4, 40GB RAM, 1TB PCIe SSD, Intel UHD Graphics, Numeric Keypad, HD Webcam, WiFi 6, Win 11 Pro, Grey, 32GB Hotface USB Card  ",719.,https://amazon.ca//Lenovo-3i-Touchscreen-i3-1115G4-Graphics/dp/B0CN4D1B74/ref=sr_1_174?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-174
157,"ASUS VivoBook 14 X415 Thin and Light Laptop, 14” FHD Display, Intel Core i3-1005G1 Processor, Intel UHD Graphics, 8GB DDR4 RAM, 128GB PCIe SSD, Windows 11 Home in S mode, Slate Grey, X415JA-AS31-CA  ",599.,https://amazon.ca//VivoBook-i3-1005G1-Processor-Graphics-X415JA-AS31-CA/dp/B09QS5KY3S/ref=sr_1_175?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-175
158,"HBESTORE 14.1inch Laptop with Featuring 1080p IPS Display,Quad-Core J4125 CPU,8GB RAM,512GB SSD Ample Storage,Built-in webcam,Suitable for office,Study and Entertainment (Purple)  ",299.,https://amazon.ca//HBESTORE-14-1inch-Featuring-Quad-Core-Entertainment/dp/B0D8FTZ6FG/ref=sr_1_176?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-176
159,External DVD Drive USB 3.0 Type-C CD Burner Portable CD +/-RW Drive DVD Player for ROM Rewriter Burner Compatible with Laptop Desktop PC Windows MacBook Linux Mac OS  ,29.,https://amazon.ca//External-Rewriter-Burner-Portable-Desktop/dp/B096SQK922/ref=sr_1_177?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-177
160,"ASUS VivoBook Go 14 Flip Thin and Light 2-in-1 Laptop, 14” HD Touch, Intel Celeron, 4GB RAM, 128GB eMMC, Windows 11 Home in S mode + Microsoft 365 Personal 1-year, J1401KA-AS01-CA  ",529.,https://amazon.ca//VivoBook-Celeron-Microsoft-Personal-J1401KA-AS01-CA/dp/B09T8S3N4D/ref=sr_1_178?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-178
161,"THOMSON NEO 3K Notebook 14"" / Intel 4 cores Celeron N5100 / 3K Display 3000x2000 (400 Nits) / 4GB Ram / 128GB SSD/Black / 1 Year incuded Microsoft 365  ",230.,https://amazon.ca//THOMSON-Notebook-Celeron-3000x2000-Microsoft/dp/B0C8BCSMD8/ref=sr_1_179?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-179
162,"Gateway (by Acer) Chromebook Laptop | 14"" FHD 1920x1080 | TN Chromebook | Intel Celeron N4500 | 4GB LPDDR4X RAM | 64GB eMMC | Chrome OS | CBO314-1H-C3AX  ",329.,https://amazon.ca//sspa/click?ie=UTF8&spc=MTo4NTc4MDMxMjk4ODYyODA4OjE3Mjc3Mjc4NDE6c3BfbXRmOjMwMDE3NzAxMjg4NTAwMjo6MDo6&url=%2FGateway-Acer-Chromebook-1920x1080-CBO314-1H-C3AX%2Fdp%2FB0CY3H3LP4%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9._lZqQ6P9dP5gt4HkmdtzzcZDet8zI6dc0hC6K844I89gJN9oVkVvPGtbrE2kaUS_2dgTyzQSks5DeswSzKF5XE6I2AFTugAp-hBaMwlu1Wvw7aIqmP-DTEnQLZI7f9Qj8lCaVZgI9-mlmD9PRONNnmqnvXp070nNaFtpvHZImMNlWFlo-frA5kZ7CZZqCBpL0OwUM1ptTbOqUueZhK0mNm7NB3GUVG0ggFPivmXRhvc-sjT8nVJ1k4otQHIYcKh1p1M4WBPZCXy3sqcJ2alEcusLk5c8o-TGYTB-gJNzccQ.QEPdj3dA8hGI17PgZhSipq9E8wklDEj326TdpWicbXQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727727840%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
163,"ASUS Vivobook 15.6"" FHD Touchscreen Laptop, Intel i5-1135G7 Processor, 20GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Number Pad, Bluetooth, Win 11 Pro, Gray, 32GB Hotface USB Card  ",829.,https://amazon.ca//ASUS-Vivobook-Touchscreen-i5-1135G7-Processor/dp/B0CSFGWHHV/ref=sr_1_180?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-180
164,"Apple 2022 MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Space Grey; English  ","1,299.",https://amazon.ca//2022-Apple-MacBook-Laptop-chip/dp/B0B3C2R8MP/ref=sr_1_181?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-181
165,"ASUS TUF F17 Gaming Laptop, 17.3” FHD 144Hz Laptop, Intel Core i5-12500H, GeForce RTX 3050, 32GB RAM, 1TB PCIe SSD, Wi-Fi 6, Windows 11 Home, Mecha Gray  ","1,279.",https://amazon.ca//Gaming-Laptop-i5-12500H-GeForce-Windows/dp/B0DDYCSW99/ref=sr_1_182?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-182
166,"Surface Laptop (13.8"") - Microsoft Surface Laptop - Copilot+ PC - 13.8"" Touchscreen - Snapdragon X Elite - 16GB - 512GB SSD - (Latest Model, 7th Edition) - Dune  ","1,849.",https://amazon.ca//Surface-Laptop-13-8-touchscreen-Snapdragon/dp/B0CXKZ9NDW/ref=sr_1_183?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-183
167,"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)  ",229.,https://amazon.ca//Dell-Latitude-i5-6300U-Certified-Refurbished/dp/B07GCRHS5V/ref=sr_1_184?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-184
168,"HP Stream 14"" HD BrightView Laptop, Intel Pentium Silver N5030, 16GB RAM, 672GB Storage(512GB SSD + 160GB Docking Station Set), Intel UHD Graphics, HP Fast Charge, 1 Year Office 365, Win 11 S, Silver  ",499.,https://amazon.ca//HP-Stream-BrightView-Pentium-Graphics/dp/B0DBKNGGTM/ref=sr_1_185?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-185
169,"Lenovo IdeaPad Laptop, Intel 10-Core i5-1235U, 15.6"" FHD Display, Intel Iris Xe Graphics, 8GB DDR4 512GB SSD, WiFi 6, Type-C, HDMI, 720HD Camera, Win11 Home  ",599.,https://amazon.ca//Lenovo-IdeaPad-10-Core-i5-1235U-Graphics/dp/B0D3T93W62/ref=sr_1_186?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-186
170,"HP ProBook x360 11.6"" HD 2-in-1 Touchscreen Laptop, Intel Celeron N5100 Processor, 4GB LPDDR4 RAM, 64GB eMMC Storage, Intel UHD Graphics, HD Webcam, Windows 10 Pro, Black, 32GB Hotface USB Card  ",349.,https://amazon.ca//HP-ProBook-Touchscreen-Processor-Graphics/dp/B0CVTNLP8L/ref=sr_1_187?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-187
171,"HP 15.6"" FHD Laptop - Intel Core i3-1215U, 8GB RAM, 256GB SSD, Windows 11 - Silver (15-dy5131wm)  ",459.,https://amazon.ca//HP-15-6-FHD-Laptop-15-dy5131wm/dp/B0CTBCDK2C/ref=sr_1_189?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-189
172,"jumper 16 Inch Laptop, 16GB RAM 512GB SSD, 11th Gen Intel Celeron N5095, FHD IPS Screen(1920 * 1200), Windows 11 Laptops Computer with 2.4G/5G WiFi, Four Stereo Speakers, Cooling System.  ",427.,https://amazon.ca//sspa/click?ie=UTF8&spc=MTo4NTc4MDMxMjk4ODYyODA4OjE3Mjc3Mjc4NDE6c3BfbXRmOjMwMDIwMDkyMjEzMjEwMjo6MDo6&url=%2Fjumper-Celeron-Windows-Computer-Speakers%2Fdp%2FB0D2R4561Y%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9._lZqQ6P9dP5gt4HkmdtzzcZDet8zI6dc0hC6K844I89gJN9oVkVvPGtbrE2kaUS_2dgTyzQSks5DeswSzKF5XE6I2AFTugAp-hBaMwlu1Wvw7aIqmP-DTEnQLZI7f9Qj8lCaVZgI9-mlmD9PRONNnmqnvXp070nNaFtpvHZImMNlWFlo-frA5kZ7CZZqCBpL0OwUM1ptTbOqUueZhK0mNm7NB3GUVG0ggFPivmXRhvc-sjT8nVJ1k4otQHIYcKh1p1M4WBPZCXy3sqcJ2alEcusLk5c8o-TGYTB-gJNzccQ.QEPdj3dA8hGI17PgZhSipq9E8wklDEj326TdpWicbXQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727727840%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
173,Dell Inspiron 15 3000 3520 12th Gen Intel i5-1235U 512GB SSD 16GB RAM 15.6-inch 1920x1080 FHD Laptop Windows 11 Home  ,659.,https://amazon.ca//Dell-Inspiron-3520-15-6-inch-1920x1080/dp/B0CKFQRSXZ/ref=sr_1_190?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-190
174,Dell Inspiron 15 3000 3520 12th Gen Intel i5-1235U 256GB SSD 8GB RAM 15.6-inch 1920x1080 FHD Laptop Windows 11 Home  ,550.,https://amazon.ca//Dell-Inspiron-3520-15-6-inch-1920x1080/dp/B0CKFQ8GG1/ref=sr_1_191?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-191
175,"Dell Latitude 5310 2-in-1 Touchscreen Laptop Sliver, Backlit Keyboard, 13.3"" FHD(1920x1080) Laptop, Intel Core i7-10610U 1.8GHz Up to 4.9GHz, 16GB RAM, 512GB SSD, Windows 10 pro(Renewed)  ",478.,https://amazon.ca//Dell-Latitude-Touchscreen-1920x1080-i7-10610U/dp/B0CX56V3NG/ref=sr_1_192?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-192
176,"ASUS Vivobook 16"" WUXGA Laptop, Intel i7-1255U, 40GB RAM, 2.28TB Storage(2TB SSD+288GB Docking Station Set), Intel Iris Xe Graphics, Numeric Keypad, HD Camera, Win 11 Pro, Black  ","1,199.",https://amazon.ca//ASUS-Vivobook-i7-1255U-Storage-Graphics/dp/B0D9LW1L2S/ref=sr_1_193?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-193
177,2021 Dell Latitude 7420 Laptop 14in - Intel Core i5 11th Gen - i5-1145G7 - Quad Core 4.4Ghz - 256GB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro (Renewed)  ,459.,https://amazon.ca//2021-Dell-Latitude-7420-Laptop/dp/B096TLWHGW/ref=sr_1_194?dib=eyJ2IjoiMSJ9.ty2OpEEfziFI-nF1txq82Q90ZZEq3vu9pb_YeBz41rnwguhoN-pl-EBurlactwaxCgdzWDg2DZZg1RDREQpOTuYeCIh3E7Rkfv5Hj6g2Tg-ytHL0SdE87BdF6wqtp5f7MvF_odA_yFNR1sTdUDasa2llBNSqhg43gUxSwFywtZe9v4nT-MBopLI0c5FO6JjgkKZGVHqhGAnF-NojoeW2fPrvWaXknfOUUszMp8cmvG3yEH3dNFnlYccsPQtpyqV9qZm6CsIQ9PCI-6d6QnokvaPggAZ8cZ5ncSHRqQ2zU9s.M3fWDqjhJTP3FlKfuoD34oZKpe5PosowUg5_h1HiJp4&dib_tag=se&keywords=laptop&qid=1727727864&sr=8-194
